Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
45.33.84.124-10.128.0.42-44673-58888-6,45.33.84.124,44673,10.128.0.42,58888,6,17/12/2023 12:00:03 PM,31,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64516.12903225806,31.0,0.0,31.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,32258.06451612903,32258.06451612903,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
42.114.37.222-10.128.0.42-47788-443-6,42.114.37.222,47788,10.128.0.42,443,6,17/12/2023 12:00:06 PM,210301,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7754456707291,52575.25000000001,105013.18582722521,210095.0,0.0,210148.0,105074.0,148597.0758527906,210148.0,0.0,210248.0,210248.0,0.0,210248.0,210248.0,0,0,0,0,108,72,14.265267402437459,9.51017826829164,0.0,0.0,0.0,0.0,0.0,2,2,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,506,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
162.142.125.182-10.128.0.42-32480-10035-6,162.142.125.182,32480,10.128.0.42,10035,6,17/12/2023 12:00:08 PM,15,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133333.33333333334,15.0,0.0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,66666.66666666667,66666.66666666667,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
45.33.78.24-10.128.0.42-57619-15672-6,45.33.78.24,57619,10.128.0.42,15672,6,17/12/2023 12:00:10 PM,27,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74074.07407407407,27.0,0.0,27.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,37037.03703703704,37037.03703703704,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
162.216.150.180-10.128.0.42-56615-56666-6,162.216.150.180,56615,10.128.0.42,56666,6,17/12/2023 12:00:12 PM,21,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95238.09523809524,21.0,0.0,21.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,47619.04761904762,47619.04761904762,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
92.63.197.94-10.128.0.42-58618-19577-6,92.63.197.94,58618,10.128.0.42,19577,6,17/12/2023 12:00:16 PM,21,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95238.09523809524,21.0,0.0,21.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,47619.04761904762,47619.04761904762,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
77.90.185.186-10.128.0.42-51053-33891-6,77.90.185.186,51053,10.128.0.42,33891,6,17/12/2023 12:00:22 PM,18,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111111.11111111111,18.0,0.0,18.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,55555.555555555555,55555.555555555555,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
94.102.61.41-10.128.0.42-38909-2003-6,94.102.61.41,38909,10.128.0.42,2003,6,17/12/2023 12:00:23 PM,17,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117647.05882352941,17.0,0.0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,58823.529411764706,58823.529411764706,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
54.170.245.60-10.128.0.42-33752-80-6,54.170.245.60,33752,10.128.0.42,80,6,17/12/2023 12:00:32 PM,104756,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.72996296154874,26189.0,52282.67355443866,104613.0,18.0,104673.0,52336.5,73955.59113751982,104631.0,42.0,104738.0,104738.0,0.0,104738.0,104738.0,0,0,0,0,104,72,28.637977776929244,19.091985184619496,0.0,0.0,0.0,0.0,0.0,2,2,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,506,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
10.128.0.42-142.250.128.95-50964-443-6,10.128.0.42,50964,142.250.128.95,443,6,17/12/2023 12:00:03 PM,30996267,10,8,2447.0,5152.0,1312.0,0.0,244.70000000000002,439.9777898434824,4762.0,0.0,644.0,1668.671584567454,245.15855409298157,0.580715090626881,1823309.8235294118,7496673.22567795,3.0914598E7,15.0,3.0995556E7,3443950.6666666665,1.0301524068174621E7,3.0914598E7,118.0,3.0995387E7,4427912.428571428,1.167996468533618E7,3.0915516E7,55.0,0,0,0,0,328,264,0.3226194947927117,0.2580955958341693,0.0,4762.0,399.94736842105283,1108.3257380032585,1228385.9415204676,2,2,0,8,17,0,0,0,0.0,422.1666666666667,244.7,644.0,0,0,0,7575,7,95170,10,2447,8,5152,65320,282,5,32,80835.0,0.0,80835.0,80835.0,3.0914598E7,0.0,3.0914598E7,3.0914598E7,NeedManualLabel
77.90.185.71-10.128.0.42-36075-8080-6,77.90.185.71,36075,10.128.0.42,8080,6,17/12/2023 12:00:35 PM,17,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117647.05882352941,17.0,0.0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,58823.529411764706,58823.529411764706,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
205.210.31.50-10.128.0.42-56855-37777-6,205.210.31.50,56855,10.128.0.42,37777,6,17/12/2023 12:00:36 PM,12,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166666.66666666666,12.0,0.0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,83333.33333333333,83333.33333333333,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
10.128.0.42-142.250.128.95-54424-443-6,10.128.0.42,54424,142.250.128.95,443,6,17/12/2023 12:00:06 PM,30999992,10,8,5316.0,5150.0,3585.0,0.0,531.5999999999999,1147.7407953598815,4760.0,0.0,643.75,1667.9664907562485,337.6129903517395,0.5806453111342739,1823528.9411764704,7498013.708783467,3.0920013E7,0.0,3.0998778E7,3444308.6666666665,1.0303418541835362E7,3.0920013E7,15.0,3.0999267E7,4428466.714285715,1.1682381269037802E7,3.0921544E7,0.0,0,0,0,0,328,264,0.32258072840792995,0.2580645827263439,0.0,4760.0,550.8421052631578,1327.2099081723572,1761486.140350877,2,2,0,8,17,0,0,0,0.0,581.4444444444445,531.6,643.75,0,0,0,10442,7,134888,10,5316,8,5150,65320,300,5,32,78656.0,0.0,78656.0,78656.0,3.0920013E7,0.0,3.0920013E7,3.0920013E7,NeedManualLabel
143.42.164.127-10.128.0.42-59013-5222-6,143.42.164.127,59013,10.128.0.42,5222,6,17/12/2023 12:00:38 PM,43,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46511.62790697674,43.0,0.0,43.0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23255.81395348837,23255.81395348837,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
35.203.210.240-10.128.0.42-49214-9437-6,35.203.210.240,49214,10.128.0.42,9437,6,17/12/2023 12:00:39 PM,25,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,25.0,0.0,25.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,40000.0,40000.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
35.203.211.86-10.128.0.42-55569-9517-6,35.203.211.86,55569,10.128.0.42,9517,6,17/12/2023 12:00:44 PM,17,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117647.05882352941,17.0,0.0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,58823.529411764706,58823.529411764706,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
35.228.139.187-10.128.0.42-45432-8873-6,35.228.139.187,45432,10.128.0.42,8873,6,17/12/2023 12:00:48 PM,87,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22988.505747126437,87.0,0.0,87.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,11494.252873563219,11494.252873563219,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
10.128.0.42-142.250.159.95-57812-443-6,10.128.0.42,57812,142.250.159.95,443,6,17/12/2023 12:00:11 PM,45772283,14,11,1470.0,356.0,1377.0,0.0,104.99999999999999,366.5972428449762,95.0,0.0,32.36363636363636,34.436238840130976,39.89313794988115,0.5461820639359413,1907178.4583333335,5120826.8980749,1.5249058E7,0.0,4.5772283E7,3520944.846153846,6641777.19738265,1.5250027E7,4.0,4.5771122E7,4577112.200000001,7310669.23510285,1.5250031E7,0.0,0,0,0,0,448,352,0.3058619558041271,0.24032010813181418,0.0,1377.0,70.23076923076921,268.07496081391974,71864.1846153846,1,0,1,9,24,0,0,0,0.0,73.04,105.0,32.36363636363637,0,0,0,1826,9,7336,4,490,3,118,501,944,3,20,1050.3333333333333,85.80404030891164,1140.0,969.0,1.5169666E7,73914.13862719365,1.5249058E7,1.5102841E7,NeedManualLabel
142.250.159.95-10.128.0.42-443-57812-6,142.250.159.95,443,10.128.0.42,57812,6,17/12/2023 12:00:57 PM,10,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199999.99999999997,10.0,0.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,99999.99999999999,99999.99999999999,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,944,0,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
162.216.149.160-10.128.0.42-50502-9376-6,162.216.149.160,50502,10.128.0.42,9376,6,17/12/2023 12:00:58 PM,17,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117647.05882352941,17.0,0.0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,58823.529411764706,58823.529411764706,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
162.216.150.224-10.128.0.42-55633-1243-6,162.216.150.224,55633,10.128.0.42,1243,6,17/12/2023 12:01:07 PM,23,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86956.52173913043,23.0,0.0,23.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,43478.260869565216,43478.260869565216,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
89.248.163.172-10.128.0.42-56319-9996-6,89.248.163.172,56319,10.128.0.42,9996,6,17/12/2023 12:01:10 PM,24,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83333.33333333333,24.0,0.0,24.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,41666.666666666664,41666.666666666664,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1025,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
20.24.112.87-10.128.0.42-37390-22-6,20.24.112.87,37390,10.128.0.42,22,6,17/12/2023 12:01:13 PM,2252571,11,12,1266.0,1684.0,976.0,0.0,115.09090909090907,287.2843380852686,1056.0,0.0,140.33333333333334,319.10082001357085,1309.6146580951277,10.21055496141964,102389.59090909091,124166.83062513653,261696.0,0.0,2250160.0,225016.0,184456.29223507422,500274.0,0.0,2252528.0,204775.27272727274,147662.54018138177,491151.0,28.0,0,0,0,0,360,392,4.883308894592002,5.327246066827638,0.0,1056.0,122.91666666666666,292.27918705991675,85427.12318840579,2,2,0,12,22,0,0,0,1.0,128.2608695652174,115.0909090909091,140.33333333333334,0,0,0,2950,12,1475,0,0,0,0,64240,501,7,32,0,0,0,0,0,0,0,0,NeedManualLabel
35.203.211.57-10.128.0.42-51492-3021-6,35.203.211.57,51492,10.128.0.42,3021,6,17/12/2023 12:01:20 PM,26,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76923.07692307692,26.0,0.0,26.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,38461.53846153846,38461.53846153846,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
95.214.53.118-10.128.0.42-39437-8002-6,95.214.53.118,39437,10.128.0.42,8002,6,17/12/2023 12:01:24 PM,24,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83333.33333333333,24.0,0.0,24.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,41666.666666666664,41666.666666666664,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
97.107.133.213-10.128.0.42-59914-50777-6,97.107.133.213,59914,10.128.0.42,50777,6,17/12/2023 12:01:25 PM,23,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86956.52173913043,23.0,0.0,23.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,43478.260869565216,43478.260869565216,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
10.128.0.42-169.254.169.254-43028-80-6,10.128.0.42,43028,169.254.169.254,80,6,17/12/2023 12:00:57 PM,30019542,4,5,418.0,1300.0,418.0,0.0,104.5,209.0,1300.0,0.0,260.0,581.3776741499453,57.229387443685845,0.299804707213721,3752442.75,1.0607208252155213E7,3.0003941E7,0.0,15601.0,5200.333333333334,7891.9168985318975,14312.0,520.0,3.0018791E7,7504697.75,1.4999501696034579E7,3.0003948E7,0.0,0,0,0,0,100,108,0.13324653653943155,0.16655817067428944,0.0,1300.0,171.8,417.6084822467624,174396.84444444446,1,2,0,2,8,0,0,0,1.0,190.88888888888889,104.5,260.0,0,0,0,0,0,0,4,418,5,1300,65320,65535,1,20,15601.0,0.0,15601.0,15601.0,3.0003941E7,0.0,3.0003941E7,3.0003941E7,NeedManualLabel
222.254.21.74-10.128.0.42-52562-443-6,222.254.21.74,52562,10.128.0.42,443,6,17/12/2023 12:01:28 PM,250315,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.984899027225696,125157.5,176927.30904102963,250264.0,51.0,250315.0,250315.0,0.0,250315.0,250315.0,0,0,0,0,0,0,0,0,0,60,40,7.98993268481713,3.994966342408565,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,64768,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
222.254.21.74-10.128.0.42-52568-443-6,222.254.21.74,52568,10.128.0.42,443,6,17/12/2023 12:01:28 PM,250315,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.984899027225696,125157.5,176913.16690540587,250254.0,61.0,250315.0,250315.0,0.0,250315.0,250315.0,0,0,0,0,0,0,0,0,0,60,40,7.98993268481713,3.994966342408565,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,64768,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
222.254.21.74-10.128.0.42-52548-443-6,222.254.21.74,52548,10.128.0.42,443,6,17/12/2023 12:01:28 PM,750593,10,8,976.0,4311.0,658.0,0.0,97.6,206.81510798026554,2800.0,0.0,538.875,997.2083085866692,7043.7640638801595,23.98103899183712,44152.52941176471,97971.2526682685,249975.0,0.0,750326.0,83369.55555555556,125054.36779868098,250315.0,0.0,750512.0,107216.0,133382.66413343727,250176.0,9.0,0,0,0,0,328,264,13.322799439909513,10.65823955192761,0.0,2800.0,278.2631578947369,678.7690526980327,460727.4269005848,2,2,0,8,17,0,0,0,0.0,293.72222222222223,97.6,538.875,0,0,0,5287,8,10568,0,0,0,0,64240,501,4,32,0,0,0,0,0,0,0,0,NeedManualLabel
45.79.92.218-10.128.0.42-59600-119-6,45.79.92.218,59600,10.128.0.42,119,6,17/12/2023 12:01:32 PM,49,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40816.32653061225,49.0,0.0,49.0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,20408.163265306124,20408.163265306124,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
222.254.21.74-10.128.0.42-52540-443-6,222.254.21.74,52540,10.128.0.42,443,6,17/12/2023 12:01:27 PM,13750364,27,36,1880.0,68043.0,658.0,0.0,69.62962962962963,145.9707947997576,2800.0,0.0,1890.0833333333335,1264.341531051977,5085.1744724721475,4.581696891805919,221780.06451612915,1080241.5451845408,8028108.0,0.0,1.3749952E7,528844.3076923076,1681316.4728349452,8258139.0,0.0,1.3750328E7,392866.51428571437,1479860.7649035845,8278334.0,5.0,0,0,0,0,872,1160,1.9635843822025367,2.618112509603382,0.0,2800.0,1092.5468750000002,1314.4331016526623,1727734.3787202383,2,2,0,40,62,0,0,0,1.0,1109.888888888889,69.62962962962963,1890.0833333333333,0,0,0,34923,19,35362,13,940,18,34021,64240,501,10,32,1000999.0,0.0,1000999.0,1000999.0,8028108.0,0.0,8028108.0,8028108.0,NeedManualLabel
162.216.149.252-10.128.0.42-55633-787-6,162.216.149.252,55633,10.128.0.42,787,6,17/12/2023 12:01:43 PM,33,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60606.0606060606,33.0,0.0,33.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,30303.0303030303,30303.0303030303,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
205.210.31.223-10.128.0.42-53161-3389-6,205.210.31.223,53161,10.128.0.42,3389,6,17/12/2023 12:01:45 PM,15,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133333.33333333334,15.0,0.0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,66666.66666666667,66666.66666666667,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
170.187.163.117-10.128.0.42-32829-6036-6,170.187.163.117,32829,10.128.0.42,6036,6,17/12/2023 12:01:46 PM,33,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60606.0606060606,33.0,0.0,33.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,30303.0303030303,30303.0303030303,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
205.210.31.29-10.128.0.42-54827-1025-6,205.210.31.29,54827,10.128.0.42,1025,6,17/12/2023 12:01:50 PM,41,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48780.487804878045,41.0,0.0,41.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,24390.243902439022,24390.243902439022,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1024,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
162.216.149.131-10.128.0.42-57257-16001-6,162.216.149.131,57257,10.128.0.42,16001,6,17/12/2023 12:01:59 PM,47,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42553.19148936171,47.0,0.0,47.0,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,21276.595744680853,21276.595744680853,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
198.235.24.98-10.128.0.42-52787-7443-6,198.235.24.98,52787,10.128.0.42,7443,6,17/12/2023 12:02:03 PM,39,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51282.05128205128,39.0,0.0,39.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,25641.02564102564,25641.02564102564,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
162.216.149.215-10.128.0.42-57096-8820-6,162.216.149.215,57096,10.128.0.42,8820,6,17/12/2023 12:02:04 PM,37,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54054.05405405405,37.0,0.0,37.0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,27027.027027027027,27027.027027027027,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,24,0,0,0,0,0,0,0,0,NeedManualLabel
42.114.37.222-10.128.0.42-25945-443-6,42.114.37.222,25945,10.128.0.42,443,6,17/12/2023 12:00:06 PM,111469265,131,166,9185.0,320098.0,318.0,0.0,70.11450381679387,101.65580245434356,2816.0,0.0,1928.3012048192775,1184.8980954515037,2954.025039996451,2.6644115756930846,376585.35472972976,1503291.9633341616,9271228.0,0.0,1.11469145E8,857454.9615384615,2261416.2829886824,9500028.0,0.0,1.11469252E8,675571.2242424242,1965260.7930930655,9271228.0,5.0,0,0,0,0,4204,5320,1.1752118397838185,1.4891997359092661,0.0,2816.0,1104.9765100671143,1280.5723478846885,1639865.5381669037,0,2,0,166,296,0,0,0,1.0,1108.6969696969697,70.1145038167939,1928.301204819277,0,0,0,32928,16,10085,14,1020,18,35566,65535,501,43,32,3624108.222222222,1.0160911902529735E7,3.071984E7,221947.0,8735935.111111112,411178.99123084004,9271228.0,8234921.0,NeedManualLabel
